,daily,temp,humidity,precip,windspeed
2018-05-10,51.888000000000005,9.5,71.4,0.935,27.3
2018-05-12,41.194,11.2,71.2,0.866,16.0
2018-05-13,108.539,11.6,75.2,2.878,21.5
2018-05-15,26.861,12.3,77.5,0.0,23.0
2018-05-16,101.175,10.1,64.3,0.0,16.5
2018-05-17,52.019999999999996,10.3,68.1,0.0,14.4
2018-05-18,34.635,11.3,69.1,0.0,15.3
2018-05-19,63.28,13.8,64.2,0.0,21.4
2018-05-20,52.416,14.7,60.4,0.0,20.9
2018-05-21,9.19,14.7,68.8,0.0,18.2
2018-05-22,19.91,11.0,76.2,0.0,21.5
2018-05-23,12.743,10.5,80.9,0.0,17.1
2018-05-24,64.88000000000001,10.4,86.0,0.0,17.3
2018-05-25,5.41,13.1,74.7,0.0,25.0
2018-05-26,43.68,13.5,75.4,0.01,24.1
2018-05-27,67.49199999999999,12.0,82.8,0.0,20.1
2018-05-28,67.578,14.7,82.8,0.0,15.2
2018-05-29,57.795,13.1,89.2,0.036,17.7
2018-05-30,41.255,14.5,85.3,0.0,17.7
2018-05-31,22.65,14.3,91.5,0.036,10.3
2018-06-02,6.31,16.3,89.8,7.412,11.9
2018-06-04,30.368000000000002,12.9,92.2,0.01,16.0
2018-06-05,75.805,13.1,73.9,0.008,16.5
2018-06-09,24.71,13.3,84.7,2.869,15.4
2018-06-10,17.64,14.5,85.4,0.533,14.9
2018-06-12,27.369999999999997,14.2,80.0,0.312,15.9
2018-06-13,24.58,13.3,79.1,0.33,23.0
2018-06-14,42.347,14.3,72.6,5.852,50.1
2018-06-15,36.09,11.9,77.7,0.639,27.9
2018-06-16,61.19,11.9,85.1,7.74,18.6
2018-06-17,18.426000000000002,12.2,83.8,0.169,20.2
2018-06-18,19.502,13.4,72.3,0.154,35.9
2018-06-19,10.01,11.9,71.0,0.0,26.6
2018-06-20,31.67,11.7,81.5,18.679,23.9
2018-06-21,28.458,12.2,62.8,0.555,23.7
2018-06-22,79.438,13.2,65.6,0.0,19.7
2018-06-23,24.18,13.7,69.8,0.0,20.8
2018-06-24,7.207,15.6,66.0,0.0,20.8
2018-06-25,68.042,16.4,60.0,0.0,16.4
2018-06-26,11.3,14.2,81.1,0.0,13.1
2018-06-27,9.129999999999999,15.6,82.5,0.0,12.3
2018-06-28,59.092,18.7,73.1,0.0,15.8
2018-06-29,72.38900000000001,13.9,86.8,0.0,18.4
2018-06-30,58.251000000000005,15.2,76.4,0.0,18.1
2018-07-01,60.95,16.1,76.5,0.0,14.9
2018-07-02,8.109,14.6,81.6,0.0,19.4
2018-07-04,7.528,17.1,75.1,0.0,14.4
2018-07-05,38.704,17.0,68.5,0.0,19.5
2018-07-06,5.39,16.3,65.8,0.0,21.7
2018-07-08,27.22,19.8,70.4,0.0,23.6
2018-07-09,80.79,15.8,79.7,0.339,17.7
2018-07-10,136.34300000000002,16.3,72.1,0.016,10.6
2018-07-11,39.497,16.3,79.9,0.362,14.7
2018-07-12,37.814,15.6,83.6,0.244,13.9
2018-07-13,76.62299999999999,17.0,80.4,0.247,11.9
2018-07-14,19.375,18.5,69.2,0.03,25.8
2018-07-15,61.085,18.3,79.4,0.441,18.0
2018-07-17,41.131,15.6,68.6,0.101,20.3
2018-07-18,2.412,15.7,71.6,0.222,13.0
2018-07-19,67.036,17.1,63.7,0.0,21.0
2018-07-20,49.370999999999995,15.2,88.0,4.198,13.4
2018-07-21,38.03,17.1,81.2,0.402,22.1
2018-07-22,27.477999999999998,18.1,83.4,0.0,25.6
2018-07-23,8.19,19.3,82.5,1.171,26.4
2018-07-24,15.892,16.3,74.5,5.629,22.0
2018-07-26,35.5,18.3,66.4,0.0,18.3
2018-07-27,29.907999999999998,20.3,71.6,0.0,19.2
2018-07-28,10.319,16.1,85.9,8.156,31.6
2018-07-29,16.380000000000003,13.9,86.5,10.491,25.0
2018-07-30,50.94,14.0,83.0,2.253,23.7
2018-08-02,11.120000000000001,18.6,87.3,1.586,21.3
2018-08-03,24.254,18.4,83.3,2.071,24.0
2018-08-05,14.364999999999998,16.3,75.7,0.0,20.9
2018-08-06,30.700000000000003,17.1,81.9,0.31,27.3
2018-08-08,4.87,13.4,77.6,0.066,23.0
2018-08-09,21.46,12.8,71.0,0.0,23.6
2018-08-10,52.627,12.1,83.1,0.729,16.6
2018-08-11,36.571,13.5,73.5,0.0,15.0
2018-08-12,36.569,13.8,96.1,9.115,19.2
2018-08-13,7.33,14.4,98.0,4.389,13.4
2018-08-14,32.891000000000005,15.6,91.0,2.681,24.7
2018-08-15,62.996,17.0,83.9,1.872,28.4
2018-08-16,8.71,14.1,79.1,1.339,27.3
2018-08-17,61.549,13.9,84.8,0.392,31.5
2018-08-18,29.46,15.3,85.7,0.5,26.2
2018-08-19,34.662,14.1,97.0,9.38,16.7
2018-08-20,77.068,14.7,85.9,2.256,9.0
2018-08-21,59.65,16.2,90.2,0.364,21.6
2018-08-22,74.747,16.3,79.9,5.62,25.0
2018-08-23,72.261,12.2,81.2,1.028,25.7
2018-08-24,20.84,11.6,77.9,0.748,27.4
2018-08-25,6.4,11.8,69.8,0.463,16.5
2018-08-26,59.836,10.8,90.5,6.082,12.4
2018-08-28,40.3,13.9,80.0,0.0,26.0
2018-08-29,10.798,13.5,73.0,0.149,26.4
2018-08-30,115.037,11.2,78.1,0.164,12.4
2018-08-31,55.731,11.6,77.6,0.01,19.7
2018-09-02,37.669,16.0,90.0,0.016,23.2
2018-09-03,44.793,12.8,92.9,1.39,14.3
2018-09-05,63.034,12.4,83.6,0.008,17.5
2018-09-06,40.28,9.4,85.2,5.364,15.8
2018-09-09,26.729,13.6,83.2,1.535,32.5
2018-09-10,54.839999999999996,12.4,86.0,1.688,35.8
2018-09-11,59.5,13.0,78.9,4.913,39.7
2018-09-12,43.402,11.6,75.8,0.509,28.9
2018-09-13,98.337,11.8,79.9,0.594,32.9
2018-09-14,73.178,11.4,85.2,2.838,27.9
2018-09-15,4.083,10.5,85.3,0.152,20.0
2018-09-16,66.511,13.6,82.5,2.413,32.5
2018-09-17,36.086,14.0,83.1,0.125,39.2
2018-09-18,132.312,15.7,83.9,3.062,40.7
2018-09-19,112.235,12.2,75.9,14.001,64.0
2018-09-20,48.892,10.1,79.9,6.121,35.2
2018-09-21,28.45,9.4,77.8,1.968,29.3
