,daily,temp,humidity,precip,windspeed
2017-04-17,0.0,6.7,70.4,0.101,20.8
2017-04-18,61.311,4.0,70.4,0.0,14.2
2017-04-19,77.72,9.4,69.9,0.008,23.3
2017-04-20,46.183,11.9,76.0,0.008,26.2
2017-04-21,52.565,11.1,71.7,0.421,28.7
2017-04-22,6.2379999999999995,7.1,62.2,0.0,14.0
2017-04-24,59.506,6.6,61.5,0.374,33.5
2017-04-25,93.429,4.6,63.6,0.289,28.0
2017-04-26,73.519,5.5,57.9,0.0,13.2
2017-04-27,60.244,9.5,65.2,0.085,21.6
2017-04-28,24.523,7.6,71.4,0.184,13.3
2017-04-29,27.290000000000003,9.0,71.7,0.115,20.5
2017-04-30,27.23,10.0,70.6,0.0,35.1
2017-05-02,10.43,9.3,82.0,0.0,19.4
2017-05-04,51.272,8.7,73.1,0.0,32.2
2017-05-05,29.130000000000003,8.9,70.3,0.0,29.1
2017-05-06,59.78,9.4,70.1,0.0,26.6
2017-05-07,65.082,10.3,74.2,0.0,18.4
2017-05-08,3.59,8.7,66.2,0.0,26.0
2017-05-09,69.18,10.3,66.8,0.0,23.6
2017-05-10,53.131,8.9,73.7,0.0,20.4
2017-05-11,22.475,9.4,78.1,0.0,22.5
2017-05-12,84.784,9.7,84.4,0.0,21.4
2017-05-13,32.202,10.7,92.1,2.473,28.4
2017-05-14,2.265,13.0,67.2,1.509,26.5
2017-05-15,81.97,12.1,84.2,6.104,18.8
2017-05-16,93.98,14.6,78.2,2.298,37.5
2017-05-17,62.660000000000004,11.6,72.5,0.0,19.7
2017-05-18,88.43,12.3,67.4,0.034,19.0
2017-05-19,82.646,10.3,76.9,0.0,16.3
2017-05-21,12.936,11.3,79.2,0.811,22.4
2017-05-22,63.836,12.4,83.5,0.617,17.6
2017-05-23,91.925,11.7,81.5,5.301,22.9
2017-05-24,52.681,16.0,82.9,0.347,23.4
2017-05-25,60.283,18.7,76.1,0.0,14.2
2017-05-26,106.56800000000001,18.9,74.0,0.0,15.9
2017-05-27,24.79,15.8,85.2,1.287,15.9
2017-05-29,78.922,11.6,85.3,0.263,16.9
2017-05-30,74.46799999999999,12.8,82.2,4.187,32.4
2017-05-31,59.052,12.9,66.7,0.0,15.8
2017-06-01,27.96,14.6,78.8,0.336,23.5
2017-06-02,25.41,14.6,72.8,0.878,19.1
2017-06-03,86.232,11.7,77.6,2.249,16.0
2017-06-05,4.88,11.8,87.5,11.699,17.8
2017-06-06,65.64,11.0,94.0,36.744,18.8
2017-06-07,48.86,12.5,62.7,10.73,30.0
2017-06-08,9.257,10.8,91.5,15.044,20.4
2017-06-09,87.27799999999999,13.7,84.5,8.242,24.5
2017-06-10,71.945,14.7,81.4,3.678,24.1
2017-06-11,25.023,14.3,82.4,4.388,28.8
2017-06-12,124.22200000000001,13.5,80.6,2.263,34.7
2017-06-13,67.144,14.4,83.0,0.488,25.4
2017-06-14,132.766,16.4,78.6,0.254,17.2
2017-06-15,40.241,14.5,76.9,2.544,28.7
2017-06-16,84.608,14.1,83.7,0.17,26.0
2017-06-17,27.283,18.8,79.6,0.0,26.3
2017-06-18,3.159,19.0,77.3,0.0,24.9
2017-06-19,107.723,17.2,79.1,0.0,22.3
2017-06-20,54.86,13.5,81.5,0.0,20.2
2017-06-21,99.758,15.0,89.7,1.096,11.9
2017-06-22,150.041,15.9,83.2,6.703,21.1
2017-06-23,78.347,14.5,75.6,1.248,33.9
2017-06-24,15.51,12.7,69.1,0.008,37.1
2017-06-25,11.62,12.6,70.1,0.715,27.8
2017-06-26,102.23,12.5,76.0,0.008,11.9
2017-06-27,134.94299999999998,11.4,92.1,9.061,17.4
2017-06-28,43.963,12.1,82.8,3.334,25.8
2017-06-29,130.175,11.3,88.4,15.045,18.8
2017-06-30,63.472,13.8,85.8,1.741,16.8
2017-07-01,19.29,14.2,81.0,0.13,32.3
2017-07-02,43.43,13.3,78.0,0.109,28.2
2017-07-03,109.376,13.9,71.4,0.262,21.3
2017-07-04,51.134,11.3,92.5,5.18,17.6
2017-07-05,8.61,13.4,83.4,0.65,15.4
2017-07-06,66.021,14.8,89.1,1.322,13.7
2017-07-07,59.45,15.5,81.3,0.109,20.7
2017-07-08,33.478,13.7,67.8,0.0,25.4
2017-07-09,74.584,13.6,86.2,3.308,20.8
2017-07-10,3.0,12.0,92.3,5.367,13.3
2017-07-11,68.648,12.7,83.7,0.748,15.3
2017-07-12,55.673,13.9,75.1,0.01,14.5
2017-07-13,67.94,14.3,78.1,0.0,25.5
2017-07-14,29.569,14.1,76.2,0.88,21.3
2017-07-15,14.35,15.8,90.9,1.723,29.7
2017-07-16,19.39,14.6,71.9,0.0,30.5
2017-07-17,77.13499999999999,16.8,69.8,0.0,31.3
2017-07-18,82.724,16.1,77.5,0.0,22.2
2017-07-19,58.763999999999996,15.0,89.9,0.0,22.6
2017-07-20,52.597,14.3,81.7,7.427,20.5
2017-07-21,60.815,13.2,86.0,0.218,20.2
2017-07-22,31.71,14.3,92.9,5.736,22.6
2017-07-24,127.276,15.8,76.8,0.047,18.6
2017-07-25,39.333,13.6,88.6,0.037,11.7
2017-07-26,56.561,14.1,87.5,10.783,28.6
2017-07-27,49.114000000000004,13.6,80.4,1.751,27.2
2017-07-28,31.891000000000002,14.2,81.6,1.372,24.6
2017-07-29,6.09,14.1,84.4,5.602,29.4
2017-07-30,20.35,14.2,83.5,2.395,23.2
2017-07-31,46.394000000000005,13.8,83.0,1.176,24.0
2017-08-01,17.24,12.8,88.5,5.813,23.6
2017-08-02,85.60300000000001,13.3,89.3,3.192,19.0
2017-08-03,47.647000000000006,15.7,85.2,4.637,25.4
2017-08-04,3.114,14.4,86.6,6.925,20.7
2017-08-05,68.528,13.5,79.6,2.876,18.4
2017-08-06,70.6,12.2,85.2,2.172,17.5
2017-08-07,5.84,13.8,80.9,1.777,22.4
2017-08-08,118.683,13.7,77.4,0.0,16.6
2017-08-09,76.381,13.9,71.8,0.0,18.3
2017-08-10,48.709999999999994,12.9,77.9,0.0,26.7
2017-08-11,94.85300000000001,15.1,83.8,0.459,30.1
2017-08-12,94.761,13.9,79.8,1.419,19.4
2017-08-13,15.727,12.4,75.9,0.0,17.7
2017-08-14,69.112,13.5,88.8,8.28,17.3
2017-08-15,89.105,15.0,80.9,15.145,29.5
2017-08-16,70.023,13.7,85.6,2.343,21.8
2017-08-17,45.208,16.0,80.6,3.963,29.3
2017-08-18,72.393,13.0,88.8,6.498,28.2
2017-08-19,23.964,13.7,80.0,0.261,33.8
2017-08-20,6.56,14.1,78.5,0.168,17.1
2017-08-21,76.65,12.3,88.3,0.01,9.6
2017-08-22,87.378,15.3,93.7,2.19,13.5
2017-08-23,73.468,16.8,85.9,9.319,17.9
2017-08-24,135.107,15.3,81.1,0.018,22.4
2017-08-25,57.289,15.0,89.3,2.49,16.9
2017-08-26,14.38,15.1,85.2,2.359,19.3
2017-08-27,64.143,15.1,84.6,0.082,23.8
2017-08-28,108.874,16.6,85.7,0.487,28.2
2017-08-29,91.08,11.9,82.5,0.018,25.2
2017-08-30,160.03300000000002,12.4,80.5,0.69,20.6
2017-08-31,31.486,12.1,80.6,0.101,13.8
2017-09-01,0.888,12.8,81.4,0.432,11.7
2017-09-02,3.272,11.9,79.6,0.0,14.0
2017-09-03,67.33099999999999,12.5,83.9,0.525,16.8
2017-09-05,65.886,13.1,84.8,0.467,25.2
2017-09-06,67.222,13.1,81.2,0.152,27.1
2017-09-08,121.938,12.5,86.7,0.404,27.0
2017-09-09,42.392,12.9,82.7,0.498,13.0
2017-09-10,34.619,11.9,88.5,2.95,26.5
2017-09-11,36.565,12.2,81.0,3.754,24.9
2017-09-12,12.75,11.8,79.0,0.408,25.2
2017-09-13,77.955,10.0,91.7,4.432,15.4
2017-09-14,138.054,11.2,76.4,2.215,23.0
2017-09-15,77.585,11.8,74.9,0.442,16.3
2017-09-16,43.752,9.7,80.2,1.217,12.9
2017-09-18,117.93299999999999,10.8,82.1,1.121,9.5
2017-09-19,108.493,9.4,84.3,0.101,19.5
2017-09-20,92.12299999999999,13.6,90.3,2.459,17.0
2017-09-21,74.701,11.9,88.4,4.917,17.6
2017-09-22,55.315,9.3,88.9,0.318,17.0
2017-09-23,19.131999999999998,13.0,86.9,0.137,16.6
2017-09-24,53.852,13.8,87.6,2.697,11.8
2017-09-25,87.848,13.6,96.3,10.991,10.5
2017-09-26,98.017,13.8,92.0,0.0,15.1
2017-09-27,123.052,14.3,84.5,0.016,24.0
2017-09-28,75.31899999999999,14.2,82.0,5.272,16.4
2017-09-29,70.877,13.0,79.2,0.863,24.6
2017-09-30,63.22,9.9,79.3,0.399,19.1
2017-10-01,31.73,8.7,93.4,5.014,33.9
2017-10-02,16.96,12.1,79.6,5.378,41.2
2017-10-03,61.244,10.9,75.3,0.173,28.8
2017-10-04,4.875,10.4,87.3,1.813,29.4
2017-10-05,121.696,10.1,77.1,5.182,20.7
